influencer_id,influencer_size_category,followers_count,avg_reach,avg_impressions,engagement_rate,avg_engagements_per_post,audience_gender_split,audience_age_split,audience_country_top3,audience_city_top3,follower_growth_rate
468,mega,3210227,1867932,3410503,0.0076,24397,"{'male': 70.45, 'female': 29.55}","{'13-17': 29.69, '18-24': 8.59, '25-34': 3.91, '35-44': 7.81, '45-54': 30.47, '55+': 19.53}","{'USA': 28.78, 'India': 28.06, 'Germany': 17.99}","{'Kolkata': 18.18, 'New York': 18.18, 'Mumbai': 17.73}",-0.041
469,micro,23597,10084,20041,0.0809,1908,"{'male': 27.5, 'female': 72.5}","{'13-17': 29.36, '18-24': 11.93, '25-34': 24.77, '35-44': 14.68, '45-54': 12.84, '55+': 6.42}","{'UK': 31.25, 'India': 27.68, 'UAE': 26.79}","{'Delhi': 26.56, 'Bangalore': 17.97, 'Kolkata': 15.62}",-0.015
470,micro,23557,10742,14743,0.0773,1820,"{'male': 38.46, 'female': 61.54}","{'13-17': 29.32, '18-24': 7.52, '25-34': 18.05, '35-44': 24.81, '45-54': 8.27, '55+': 12.03}","{'USA': 28.71, 'India': 23.76, 'UAE': 21.78}","{'Bangalore': 16.67, 'Hyderabad': 15.77, 'Chennai': 14.86}",0.148
471,mid,429613,198508,261426,0.0618,26550,"{'male': 50.0, 'female': 50.0}","{'13-17': 7.63, '18-24': 25.42, '25-34': 28.81, '35-44': 8.47, '45-54': 22.03, '55+': 7.63}","{'USA': 38.78, 'Germany': 26.53, 'UK': 24.49}","{'Chennai': 16.84, 'Kolkata': 16.84, 'New York': 15.26}",0.087
472,micro,95786,48467,52575,0.0431,4128,"{'male': 53.97, 'female': 46.03}","{'13-17': 25.58, '18-24': 16.28, '25-34': 24.03, '35-44': 6.98, '45-54': 21.71, '55+': 5.43}","{'USA': 29.27, 'Germany': 26.02, 'UK': 21.14}","{'Kolkata': 17.61, 'London': 17.61, 'Delhi': 15.72}",0.057
473,micro,46229,18966,27279,0.0415,1918,"{'male': 17.86, 'female': 82.14}","{'13-17': 9.01, '18-24': 32.43, '25-34': 9.91, '35-44': 5.41, '45-54': 30.63, '55+': 12.61}","{'India': 43.48, 'UK': 18.48, 'USA': 14.13}","{'Hyderabad': 24.53, 'Bangalore': 15.72, 'London': 15.72}",0.02
474,nano,1823,1041,1897,0.128,233,"{'male': 48.65, 'female': 51.35}","{'13-17': 16.08, '18-24': 16.78, '25-34': 7.69, '35-44': 17.48, '45-54': 16.08, '55+': 25.87}","{'UK': 28.57, 'UAE': 23.81, 'India': 22.62}","{'Hyderabad': 24.03, 'Mumbai': 20.78, 'Delhi': 18.18}",0.196
475,nano,4882,2461,4653,0.1475,720,"{'male': 34.09, 'female': 65.91}","{'13-17': 15.34, '18-24': 21.59, '25-34': 19.32, '35-44': 18.75, '45-54': 17.61, '55+': 7.39}","{'UK': 29.23, 'India': 26.92, 'UAE': 19.23}","{'Hyderabad': 21.85, 'Bangalore': 20.53, 'Kolkata': 17.22}",-0.043
476,micro,92094,53061,83604,0.0683,6290,"{'male': 65.38, 'female': 34.62}","{'13-17': 17.02, '18-24': 28.37, '25-34': 21.28, '35-44': 19.15, '45-54': 9.93, '55+': 4.26}","{'Germany': 31.93, 'USA': 26.89, 'India': 18.49}","{'Mumbai': 27.54, 'Hyderabad': 24.64, 'Bangalore': 14.49}",0.149
477,mid,250677,130370,252038,0.0633,15867,"{'male': 55.56, 'female': 44.44}","{'13-17': 25.0, '18-24': 29.03, '25-34': 8.06, '35-44': 6.45, '45-54': 11.29, '55+': 20.16}","{'India': 27.27, 'UK': 25.17, 'USA': 22.38}","{'Kolkata': 19.79, 'Chennai': 17.19, 'Hyderabad': 16.67}",-0.013
478,micro,21914,10002,14581,0.0801,1755,"{'male': 15.62, 'female': 84.38}","{'13-17': 20.38, '18-24': 22.93, '25-34': 8.28, '35-44': 22.93, '45-54': 9.55, '55+': 15.92}","{'India': 32.23, 'UK': 25.62, 'Germany': 25.62}","{'Mumbai': 16.26, 'Chennai': 15.85, 'Kolkata': 15.45}",0.119
479,nano,5898,3207,4313,0.0949,559,"{'male': 16.67, 'female': 83.33}","{'13-17': 26.14, '18-24': 10.46, '25-34': 5.88, '35-44': 11.11, '45-54': 20.92, '55+': 25.49}","{'UK': 30.95, 'Germany': 24.6, 'India': 19.05}","{'New York': 18.23, 'London': 17.24, 'Bangalore': 15.76}",0.088
480,micro,94625,48619,72416,0.0776,7342,"{'male': 55.88, 'female': 44.12}","{'13-17': 14.11, '18-24': 21.47, '25-34': 9.82, '35-44': 24.54, '45-54': 22.7, '55+': 7.36}","{'India': 35.94, 'Germany': 20.31, 'UK': 18.75}","{'Chennai': 21.47, 'Hyderabad': 16.38, 'Delhi': 14.12}",0.02
481,mid,413617,176355,222329,0.0272,11250,"{'male': 30.0, 'female': 70.0}","{'13-17': 9.52, '18-24': 23.02, '25-34': 19.05, '35-44': 15.08, '45-54': 6.35, '55+': 26.98}","{'India': 40.0, 'USA': 23.0, 'Germany': 21.0}","{'Delhi': 21.48, 'Chennai': 21.48, 'Kolkata': 16.11}",0.182
482,micro,19759,11487,15613,0.0472,932,"{'male': 70.73, 'female': 29.27}","{'13-17': 21.98, '18-24': 17.58, '25-34': 6.59, '35-44': 12.09, '45-54': 15.38, '55+': 26.37}","{'India': 26.52, 'USA': 26.52, 'UK': 16.67}","{'London': 21.26, 'Bangalore': 20.11, 'Chennai': 16.09}",0.162
483,micro,28710,16122,28614,0.0564,1619,"{'male': 52.78, 'female': 47.22}","{'13-17': 5.38, '18-24': 13.08, '25-34': 20.77, '35-44': 10.77, '45-54': 29.23, '55+': 20.77}","{'UAE': 34.74, 'Germany': 30.53, 'USA': 15.79}","{'Mumbai': 17.86, 'Chennai': 17.41, 'Delhi': 16.07}",0.085
484,micro,73700,36421,52600,0.0468,3449,"{'male': 38.71, 'female': 61.29}","{'13-17': 23.81, '18-24': 7.14, '25-34': 20.63, '35-44': 7.14, '45-54': 28.57, '55+': 12.7}","{'UK': 34.58, 'India': 30.84, 'Germany': 17.76}","{'Bangalore': 23.12, 'Mumbai': 19.08, 'New York': 15.03}",0.047
485,micro,81690,37617,56078,0.0549,4484,"{'male': 50.0, 'female': 50.0}","{'13-17': 25.16, '18-24': 15.72, '25-34': 25.16, '35-44': 23.9, '45-54': 4.4, '55+': 5.66}","{'UAE': 35.71, 'Germany': 27.68, 'UK': 18.75}","{'Kolkata': 24.39, 'London': 14.63, 'Bangalore': 14.02}",0.042
486,micro,62188,28709,45185,0.0788,4900,"{'male': 24.0, 'female': 76.0}","{'13-17': 8.75, '18-24': 23.12, '25-34': 11.88, '35-44': 20.0, '45-54': 18.75, '55+': 17.5}","{'UK': 24.67, 'USA': 20.67, 'India': 18.67}","{'Chennai': 16.97, 'Bangalore': 16.06, 'London': 15.6}",0.007
487,micro,27834,13596,17437,0.0511,1422,"{'male': 82.98, 'female': 17.02}","{'13-17': 30.17, '18-24': 8.62, '25-34': 10.34, '35-44': 25.86, '45-54': 8.62, '55+': 16.38}","{'India': 25.0, 'UAE': 23.81, 'Germany': 22.62}","{'Kolkata': 18.72, 'Bangalore': 17.11, 'London': 16.04}",0.08
488,macro,802315,464414,574686,0.0344,27599,"{'male': 48.78, 'female': 51.22}","{'13-17': 10.32, '18-24': 10.32, '25-34': 3.97, '35-44': 31.75, '45-54': 19.05, '55+': 24.6}","{'UK': 36.36, 'UAE': 20.2, 'India': 16.16}","{'Hyderabad': 21.67, 'New York': 16.67, 'Mumbai': 15.0}",0.06
489,micro,24923,10449,16184,0.0535,1333,"{'male': 42.86, 'female': 57.14}","{'13-17': 6.38, '18-24': 19.86, '25-34': 7.09, '35-44': 26.95, '45-54': 24.11, '55+': 15.6}","{'UAE': 26.85, 'India': 23.49, 'USA': 20.81}","{'Kolkata': 23.26, 'London': 17.83, 'Hyderabad': 17.05}",0.029
490,macro,804829,440889,834538,0.0457,36780,"{'male': 35.19, 'female': 64.81}","{'13-17': 40.45, '18-24': 29.21, '25-34': 6.74, '35-44': 11.24, '45-54': 5.62, '55+': 6.74}","{'USA': 29.03, 'India': 28.23, 'UK': 26.61}","{'Hyderabad': 20.12, 'Kolkata': 15.85, 'New York': 14.63}",-0.026
491,nano,9576,5100,7539,0.1169,1119,"{'male': 70.21, 'female': 29.79}","{'13-17': 12.07, '18-24': 31.03, '25-34': 10.34, '35-44': 12.07, '45-54': 7.76, '55+': 26.72}","{'USA': 42.53, 'Germany': 18.39, 'UK': 16.09}","{'Bangalore': 21.43, 'Chennai': 19.78, 'Kolkata': 15.93}",-0.028
492,mid,481121,259570,466208,0.0216,10392,"{'male': 41.67, 'female': 58.33}","{'13-17': 10.48, '18-24': 28.23, '25-34': 17.74, '35-44': 4.84, '45-54': 6.45, '55+': 32.26}","{'UAE': 30.84, 'USA': 29.91, 'UK': 14.02}","{'Bangalore': 17.92, 'Mumbai': 16.98, 'Chennai': 16.04}",0.021
493,mid,391777,206745,286693,0.0277,10852,"{'male': 17.78, 'female': 82.22}","{'13-17': 14.75, '18-24': 25.41, '25-34': 15.57, '35-44': 8.2, '45-54': 31.15, '55+': 4.92}","{'UK': 29.46, 'USA': 24.03, 'UAE': 24.03}","{'Delhi': 16.82, 'New York': 16.36, 'London': 16.36}",0.095
494,mid,167864,71493,115378,0.0688,11549,"{'male': 35.0, 'female': 65.0}","{'13-17': 4.02, '18-24': 18.39, '25-34': 20.11, '35-44': 12.64, '45-54': 22.41, '55+': 22.41}","{'India': 25.47, 'Germany': 24.53, 'UAE': 22.64}","{'London': 19.0, 'Kolkata': 17.5, 'Mumbai': 15.5}",-0.013
495,micro,39207,18449,19570,0.0425,1666,"{'male': 69.05, 'female': 30.95}","{'13-17': 23.08, '18-24': 10.9, '25-34': 12.82, '35-44': 19.87, '45-54': 8.33, '55+': 25.0}","{'UAE': 36.7, 'USA': 35.78, 'Germany': 11.93}","{'Delhi': 19.08, 'London': 17.92, 'New York': 17.34}",-0.001
496,micro,99877,46392,77443,0.0437,4364,"{'male': 76.32, 'female': 23.68}","{'13-17': 15.38, '18-24': 8.46, '25-34': 23.08, '35-44': 24.62, '45-54': 12.31, '55+': 16.15}","{'Germany': 23.77, 'India': 21.31, 'UK': 20.49}","{'Bangalore': 16.33, 'Mumbai': 15.92, 'New York': 15.92}",0.002
497,mid,261387,115776,181783,0.0252,6586,"{'male': 44.83, 'female': 55.17}","{'13-17': 24.14, '18-24': 6.9, '25-34': 20.69, '35-44': 16.55, '45-54': 26.21, '55+': 5.52}","{'UK': 25.19, 'USA': 21.48, 'Germany': 21.48}","{'Delhi': 17.98, 'New York': 17.98, 'Kolkata': 15.17}",0.148
498,mid,113322,63793,116709,0.0584,6618,"{'male': 47.22, 'female': 52.78}","{'13-17': 16.9, '18-24': 9.15, '25-34': 11.27, '35-44': 28.17, '45-54': 9.15, '55+': 25.35}","{'USA': 25.76, 'UAE': 21.21, 'India': 19.7}","{'London': 18.99, 'Kolkata': 17.32, 'New York': 16.76}",-0.032
499,mid,266077,124851,219341,0.0522,13889,"{'male': 50.7, 'female': 49.3}","{'13-17': 6.62, '18-24': 25.83, '25-34': 21.85, '35-44': 10.6, '45-54': 23.18, '55+': 11.92}","{'UAE': 30.58, 'Germany': 22.31, 'India': 16.53}","{'Mumbai': 26.0, 'Chennai': 19.33, 'Bangalore': 14.0}",0.183
500,nano,7988,3489,3828,0.0598,477,"{'male': 60.47, 'female': 39.53}","{'13-17': 29.55, '18-24': 9.09, '25-34': 29.55, '35-44': 18.18, '45-54': 5.68, '55+': 7.95}","{'India': 25.34, 'USA': 24.66, 'Germany': 19.18}","{'Kolkata': 20.65, 'London': 19.02, 'Bangalore': 17.93}",-0.034
501,macro,806309,464910,671839,0.0459,37009,"{'male': 64.15, 'female': 35.85}","{'13-17': 11.69, '18-24': 17.53, '25-34': 3.25, '35-44': 22.08, '45-54': 21.43, '55+': 24.03}","{'Germany': 32.26, 'UK': 22.58, 'UAE': 18.55}","{'London': 20.0, 'New York': 19.44, 'Mumbai': 17.22}",0.144
502,mid,316737,174881,233549,0.0366,11592,"{'male': 50.0, 'female': 50.0}","{'13-17': 12.61, '18-24': 26.05, '25-34': 8.4, '35-44': 23.53, '45-54': 21.01, '55+': 8.4}","{'UAE': 24.16, 'USA': 22.15, 'UK': 22.15}","{'New York': 17.09, 'Mumbai': 16.58, 'Delhi': 16.08}",0.153
503,macro,722482,306652,433929,0.0154,11126,"{'male': 56.6, 'female': 43.4}","{'13-17': 23.94, '18-24': 11.27, '25-34': 23.24, '35-44': 8.45, '45-54': 16.9, '55+': 16.2}","{'India': 22.92, 'UAE': 20.83, 'Germany': 20.83}","{'Kolkata': 19.89, 'Hyderabad': 18.18, 'London': 17.05}",0.189
504,nano,8109,4159,6791,0.1328,1076,"{'male': 46.15, 'female': 53.85}","{'13-17': 26.39, '18-24': 27.08, '25-34': 22.92, '35-44': 9.72, '45-54': 4.86, '55+': 9.03}","{'India': 28.32, 'USA': 24.78, 'UAE': 23.89}","{'Hyderabad': 19.1, 'Delhi': 18.54, 'London': 15.73}",0.034
505,micro,80011,41372,79126,0.0461,3688,"{'male': 46.67, 'female': 53.33}","{'13-17': 5.69, '18-24': 10.57, '25-34': 21.95, '35-44': 13.01, '45-54': 16.26, '55+': 32.52}","{'India': 31.3, 'Germany': 26.09, 'UAE': 25.22}","{'London': 18.82, 'New York': 17.06, 'Bangalore': 15.29}",0.032
506,mid,422075,197893,369795,0.0359,15152,"{'male': 24.32, 'female': 75.68}","{'13-17': 29.51, '18-24': 28.69, '25-34': 11.48, '35-44': 5.74, '45-54': 12.3, '55+': 12.3}","{'India': 34.26, 'Germany': 31.48, 'UK': 14.81}","{'Chennai': 20.53, 'Mumbai': 19.47, 'Delhi': 14.74}",0.064
507,micro,94501,51826,56107,0.076,7182,"{'male': 35.48, 'female': 64.52}","{'13-17': 10.66, '18-24': 22.95, '25-34': 4.1, '35-44': 32.79, '45-54': 12.3, '55+': 17.21}","{'USA': 26.52, 'Germany': 26.52, 'UK': 23.48}","{'Bangalore': 23.67, 'Chennai': 23.67, 'New York': 21.89}",0.061
508,macro,575546,239784,456160,0.0128,7366,"{'male': 49.23, 'female': 50.77}","{'13-17': 11.32, '18-24': 14.47, '25-34': 20.13, '35-44': 23.27, '45-54': 22.64, '55+': 8.18}","{'Germany': 32.11, 'India': 29.36, 'USA': 26.61}","{'Hyderabad': 20.67, 'London': 19.55, 'Bangalore': 18.99}",-0.002
509,mid,196423,87099,92317,0.057,11196,"{'male': 48.28, 'female': 51.72}","{'13-17': 22.22, '18-24': 14.81, '25-34': 28.89, '35-44': 25.19, '45-54': 3.7, '55+': 5.19}","{'UAE': 28.93, 'Germany': 26.45, 'India': 18.18}","{'Kolkata': 19.89, 'Delhi': 17.68, 'New York': 16.02}",0.032
510,nano,7905,3632,5818,0.0703,555,"{'male': 13.16, 'female': 86.84}","{'13-17': 12.16, '18-24': 26.35, '25-34': 22.3, '35-44': 12.16, '45-54': 14.19, '55+': 12.84}","{'UAE': 28.24, 'USA': 25.19, 'Germany': 21.37}","{'Bangalore': 20.45, 'Kolkata': 19.32, 'Hyderabad': 14.77}",0.026
511,mid,411972,197674,311516,0.0413,17014,"{'male': 31.82, 'female': 68.18}","{'13-17': 14.75, '18-24': 30.33, '25-34': 32.79, '35-44': 7.38, '45-54': 4.1, '55+': 10.66}","{'UK': 28.89, 'USA': 28.15, 'UAE': 20.0}","{'Kolkata': 26.67, 'Delhi': 16.0, 'London': 11.33}",0.153
512,micro,87177,40051,48408,0.0833,7261,"{'male': 55.0, 'female': 45.0}","{'13-17': 16.75, '18-24': 18.32, '25-34': 15.18, '35-44': 19.9, '45-54': 15.18, '55+': 14.66}","{'UAE': 32.14, 'Germany': 23.21, 'UK': 22.32}","{'Delhi': 21.14, 'London': 19.43, 'Chennai': 16.57}",0.038
513,nano,9541,5181,7196,0.1471,1403,"{'male': 57.5, 'female': 42.5}","{'13-17': 23.44, '18-24': 24.22, '25-34': 6.25, '35-44': 28.91, '45-54': 6.25, '55+': 10.94}","{'USA': 28.18, 'UAE': 25.45, 'Germany': 20.91}","{'Chennai': 19.58, 'Hyderabad': 14.29, 'New York': 14.29}",0.168
514,micro,47118,19975,23416,0.0745,3510,"{'male': 71.43, 'female': 28.57}","{'13-17': 7.14, '18-24': 28.57, '25-34': 30.36, '35-44': 5.36, '45-54': 8.93, '55+': 19.64}","{'UAE': 34.29, 'Germany': 22.86, 'India': 17.14}","{'Bangalore': 20.11, 'Mumbai': 17.99, 'New York': 17.46}",0.036
515,nano,7025,3869,6219,0.0929,652,"{'male': 39.62, 'female': 60.38}","{'13-17': 7.69, '18-24': 19.78, '25-34': 15.38, '35-44': 43.96, '45-54': 5.49, '55+': 7.69}","{'UK': 36.19, 'USA': 27.62, 'Germany': 24.76}","{'Delhi': 20.0, 'London': 19.09, 'Kolkata': 15.45}",0.085
516,micro,71480,34714,51640,0.0709,5067,"{'male': 69.05, 'female': 30.95}","{'13-17': 15.76, '18-24': 24.24, '25-34': 22.42, '35-44': 18.79, '45-54': 7.88, '55+': 10.91}","{'India': 47.56, 'UAE': 20.73, 'USA': 15.85}","{'London': 20.77, 'Bangalore': 16.15, 'Kolkata': 14.62}",0.192
517,mid,373289,156856,184321,0.0413,15416,"{'male': 75.56, 'female': 24.44}","{'13-17': 14.17, '18-24': 13.33, '25-34': 32.5, '35-44': 15.83, '45-54': 6.67, '55+': 17.5}","{'USA': 30.0, 'UAE': 25.38, 'India': 18.46}","{'Bangalore': 21.39, 'Chennai': 19.79, 'New York': 16.58}",0.102
518,macro,627227,325825,331856,0.0433,27158,"{'male': 39.13, 'female': 60.87}","{'13-17': 26.67, '18-24': 15.33, '25-34': 12.67, '35-44': 22.67, '45-54': 7.33, '55+': 15.33}","{'Germany': 32.52, 'USA': 28.46, 'UK': 26.83}","{'New York': 20.29, 'Delhi': 19.57, 'Kolkata': 18.84}",0.03
519,micro,13504,7925,13654,0.046,621,"{'male': 55.07, 'female': 44.93}","{'13-17': 5.41, '18-24': 4.5, '25-34': 19.82, '35-44': 29.73, '45-54': 29.73, '55+': 10.81}","{'UAE': 29.52, 'Germany': 23.81, 'India': 20.95}","{'London': 18.06, 'Delhi': 17.13, 'Chennai': 16.67}",0.031
520,micro,31339,16949,25613,0.06,1880,"{'male': 45.9, 'female': 54.1}","{'13-17': 6.08, '18-24': 15.47, '25-34': 18.23, '35-44': 17.68, '45-54': 22.1, '55+': 20.44}","{'Germany': 34.95, 'India': 22.33, 'UK': 15.53}","{'London': 17.13, 'Kolkata': 16.02, 'Mumbai': 14.92}",0.071
521,macro,876731,419328,691549,0.0157,13764,"{'male': 45.45, 'female': 54.55}","{'13-17': 14.02, '18-24': 21.95, '25-34': 17.68, '35-44': 22.56, '45-54': 17.07, '55+': 6.71}","{'UK': 29.33, 'UAE': 26.67, 'USA': 20.0}","{'New York': 20.51, 'Mumbai': 18.46, 'London': 15.9}",0.086
522,micro,69428,41132,72845,0.0726,5040,"{'male': 75.0, 'female': 25.0}","{'13-17': 14.97, '18-24': 26.53, '25-34': 4.08, '35-44': 24.49, '45-54': 9.52, '55+': 20.41}","{'UAE': 32.77, 'India': 31.09, 'UK': 22.69}","{'Chennai': 23.81, 'Bangalore': 15.65, 'Hyderabad': 14.97}",0.061
523,micro,51533,23270,46332,0.0531,2736,"{'male': 23.26, 'female': 76.74}","{'13-17': 21.68, '18-24': 6.99, '25-34': 26.57, '35-44': 20.98, '45-54': 4.9, '55+': 18.88}","{'UAE': 44.62, 'UK': 20.0, 'India': 16.92}","{'Kolkata': 20.3, 'Delhi': 16.75, 'Hyderabad': 16.24}",0.043
524,nano,1171,564,720,0.1333,156,"{'male': 47.95, 'female': 52.05}","{'13-17': 21.38, '18-24': 7.59, '25-34': 11.03, '35-44': 17.24, '45-54': 23.45, '55+': 19.31}","{'UAE': 32.0, 'UK': 28.0, 'India': 16.0}","{'Kolkata': 17.48, 'Mumbai': 16.99, 'Bangalore': 16.99}",0.139
525,nano,6093,3202,6255,0.1272,775,"{'male': 50.0, 'female': 50.0}","{'13-17': 8.0, '18-24': 20.0, '25-34': 10.67, '35-44': 30.67, '45-54': 18.67, '55+': 12.0}","{'India': 24.54, 'UAE': 23.93, 'Germany': 23.31}","{'Hyderabad': 18.26, 'Kolkata': 15.53, 'Mumbai': 15.07}",-0.049
526,micro,40911,21270,35435,0.0711,2908,"{'male': 51.28, 'female': 48.72}","{'13-17': 11.04, '18-24': 12.27, '25-34': 14.72, '35-44': 23.31, '45-54': 15.95, '55+': 22.7}","{'India': 39.58, 'UAE': 35.42, 'Germany': 9.38}","{'Delhi': 22.16, 'Hyderabad': 22.16, 'London': 13.77}",0.186
527,mid,457525,263049,520944,0.0612,28000,"{'male': 46.48, 'female': 53.52}","{'13-17': 11.67, '18-24': 16.67, '25-34': 15.0, '35-44': 25.0, '45-54': 17.5, '55+': 14.17}","{'UAE': 38.89, 'Germany': 32.22, 'USA': 10.0}","{'London': 18.94, 'Bangalore': 18.18, 'Delhi': 17.42}",-0.019
528,macro,711572,378144,715012,0.0436,31024,"{'male': 50.77, 'female': 49.23}","{'13-17': 15.46, '18-24': 25.77, '25-34': 6.19, '35-44': 28.87, '45-54': 14.43, '55+': 9.28}","{'India': 30.43, 'Germany': 24.35, 'UAE': 21.74}","{'Hyderabad': 22.1, 'Bangalore': 18.78, 'Mumbai': 14.92}",-0.032
529,mid,489350,247884,424082,0.0388,18986,"{'male': 84.21, 'female': 15.79}","{'13-17': 18.8, '18-24': 10.53, '25-34': 12.03, '35-44': 21.8, '45-54': 27.07, '55+': 9.77}","{'India': 35.29, 'UAE': 30.39, 'Germany': 18.63}","{'New York': 21.86, 'London': 20.77, 'Mumbai': 16.39}",0.03
530,mid,124826,51792,69349,0.0334,4169,"{'male': 60.0, 'female': 40.0}","{'13-17': 22.54, '18-24': 10.56, '25-34': 4.23, '35-44': 20.42, '45-54': 25.35, '55+': 16.9}","{'Germany': 31.19, 'UAE': 28.44, 'UK': 21.1}","{'Bangalore': 19.42, 'Mumbai': 16.99, 'Hyderabad': 13.59}",0.127
531,micro,66091,36765,57685,0.067,4428,"{'male': 46.34, 'female': 53.66}","{'13-17': 20.98, '18-24': 25.17, '25-34': 13.29, '35-44': 16.08, '45-54': 16.08, '55+': 8.39}","{'India': 33.67, 'USA': 28.57, 'UAE': 19.39}","{'Delhi': 19.8, 'Hyderabad': 17.82, 'Mumbai': 17.33}",0.105
532,micro,21633,9653,16616,0.0478,1034,"{'male': 31.91, 'female': 68.09}","{'13-17': 22.13, '18-24': 9.02, '25-34': 20.49, '35-44': 10.66, '45-54': 31.97, '55+': 5.74}","{'UAE': 28.45, 'UK': 24.14, 'USA': 19.83}","{'New York': 21.86, 'Hyderabad': 18.03, 'Chennai': 16.39}",0.119
533,mid,267823,159011,285301,0.0685,18345,"{'male': 34.69, 'female': 65.31}","{'13-17': 27.59, '18-24': 4.14, '25-34': 14.48, '35-44': 23.45, '45-54': 24.83, '55+': 5.52}","{'India': 37.25, 'USA': 25.49, 'UK': 15.69}","{'Mumbai': 20.99, 'Hyderabad': 19.89, 'Chennai': 16.57}",0.041
534,mid,264758,119569,228324,0.0529,14005,"{'male': 23.08, 'female': 76.92}","{'13-17': 28.57, '18-24': 28.57, '25-34': 4.76, '35-44': 7.94, '45-54': 23.02, '55+': 7.14}","{'USA': 30.95, 'Germany': 26.19, 'India': 19.05}","{'Mumbai': 19.6, 'Delhi': 18.59, 'New York': 14.57}",0.142
535,micro,35864,20034,30698,0.0366,1312,"{'male': 50.0, 'female': 50.0}","{'13-17': 12.43, '18-24': 19.53, '25-34': 7.1, '35-44': 23.08, '45-54': 19.53, '55+': 18.34}","{'UAE': 30.23, 'Germany': 26.36, 'UK': 18.6}","{'Bangalore': 19.08, 'Chennai': 19.08, 'Delhi': 17.76}",-0.005
536,micro,34807,18851,26276,0.0726,2526,"{'male': 20.69, 'female': 79.31}","{'13-17': 13.41, '18-24': 13.41, '25-34': 11.59, '35-44': 18.9, '45-54': 23.17, '55+': 19.51}","{'UAE': 26.0, 'USA': 24.0, 'UK': 22.0}","{'Mumbai': 19.15, 'Delhi': 19.15, 'Kolkata': 18.09}",0.05
537,nano,6398,3189,3881,0.0911,582,"{'male': 69.7, 'female': 30.3}","{'13-17': 10.49, '18-24': 21.68, '25-34': 17.48, '35-44': 18.88, '45-54': 24.48, '55+': 6.99}","{'USA': 34.15, 'UAE': 24.39, 'India': 23.17}","{'Bangalore': 18.54, 'Hyderabad': 18.54, 'Kolkata': 15.61}",0.179
538,micro,76584,39294,74302,0.0521,3990,"{'male': 53.97, 'female': 46.03}","{'13-17': 19.31, '18-24': 19.8, '25-34': 10.89, '35-44': 18.81, '45-54': 17.33, '55+': 13.86}","{'UK': 33.87, 'India': 32.26, 'UAE': 14.52}","{'Hyderabad': 19.62, 'New York': 18.35, 'Kolkata': 15.82}",0.074
539,mid,105124,48345,83203,0.0354,3721,"{'male': 58.54, 'female': 41.46}","{'13-17': 28.15, '18-24': 26.67, '25-34': 21.48, '35-44': 3.7, '45-54': 16.3, '55+': 3.7}","{'India': 28.78, 'Germany': 23.02, 'UK': 21.58}","{'Chennai': 17.02, 'Mumbai': 16.6, 'Delhi': 16.6}",0.192
540,nano,1030,617,870,0.1495,153,"{'male': 28.0, 'female': 72.0}","{'13-17': 6.82, '18-24': 25.0, '25-34': 21.21, '35-44': 11.36, '45-54': 20.45, '55+': 15.15}","{'USA': 45.33, 'Germany': 24.0, 'UAE': 17.33}","{'New York': 21.23, 'Kolkata': 18.99, 'Mumbai': 16.76}",0.104
541,mid,211868,95563,139992,0.0524,11101,"{'male': 50.7, 'female': 49.3}","{'13-17': 9.6, '18-24': 16.8, '25-34': 12.8, '35-44': 9.6, '45-54': 22.4, '55+': 28.8}","{'India': 28.91, 'UAE': 25.0, 'Germany': 20.31}","{'New York': 19.9, 'Chennai': 17.28, 'Hyderabad': 15.71}",0.084
542,nano,6073,3024,4978,0.0816,495,"{'male': 25.49, 'female': 74.51}","{'13-17': 14.29, '18-24': 21.9, '25-34': 8.57, '35-44': 12.38, '45-54': 26.67, '55+': 16.19}","{'USA': 28.28, 'UAE': 27.27, 'India': 20.2}","{'Kolkata': 20.11, 'London': 19.02, 'New York': 15.76}",0.109
543,mid,473908,242726,428237,0.0594,28150,"{'male': 48.15, 'female': 51.85}","{'13-17': 22.41, '18-24': 21.84, '25-34': 22.41, '35-44': 12.64, '45-54': 17.24, '55+': 3.45}","{'India': 37.74, 'Germany': 21.7, 'UK': 19.81}","{'Chennai': 18.37, 'New York': 18.37, 'Mumbai': 16.84}",-0.032
544,micro,99572,46971,79756,0.0763,7597,"{'male': 42.62, 'female': 57.38}","{'13-17': 14.42, '18-24': 11.54, '25-34': 6.73, '35-44': 5.77, '45-54': 34.62, '55+': 26.92}","{'India': 27.52, 'USA': 23.85, 'UAE': 21.1}","{'Kolkata': 24.68, 'Delhi': 21.52, 'Hyderabad': 11.39}",0.029
545,mega,3857235,1884094,3251222,0.0277,106845,"{'male': 17.24, 'female': 82.76}","{'13-17': 15.75, '18-24': 16.54, '25-34': 25.2, '35-44': 7.09, '45-54': 27.56, '55+': 7.87}","{'USA': 39.8, 'India': 29.59, 'UAE': 12.24}","{'Delhi': 15.15, 'Bangalore': 15.15, 'Hyderabad': 14.72}",0.006
546,micro,51943,29162,45582,0.0445,2311,"{'male': 45.24, 'female': 54.76}","{'13-17': 14.63, '18-24': 22.56, '25-34': 17.07, '35-44': 3.66, '45-54': 17.68, '55+': 24.39}","{'UAE': 29.87, 'USA': 25.97, 'UK': 15.58}","{'Kolkata': 17.03, 'Mumbai': 16.59, 'Chennai': 14.85}",0.164
